Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
6/20/2016,50.64,50.83,50.03,50.07,35607946,0,1,48.90624927,49.08974428,48.31713371,48.35576424,35607946
6/21/2016,50.2,51.43,50.16,51.19,34097825,0,1,48.48131346,49.66920221,48.44268293,49.43741904,34097825
6/22/2016,51.08,51.46,50.9525,50.99,28816848,0,1,49.33118509,49.69817511,49.20805028,49.2442664,28816848
6/23/2016,51.28,52.06,51.15,51.91,29028833,0,1,49.52433773,50.27763304,49.39878851,50.13276856,29028833
6/24/2016,49.81,50.94,49.52,49.83,133502985,0,1,48.1046658,49.19597824,47.82459447,48.12398107,133502985
6/27/2016,49.1,49.1466,48.035,48.43,50576699,0,1,47.41897392,47.46397849,46.3904361,46.77191257,50576699
6/28/2016,48.92,49.47,48.67,49.44,38140658,0,1,47.24513654,47.77630631,47.00369574,47.74733341,38140658
6/29/2016,49.91,50.72,49.8,50.54,31304021,0,1,48.20124213,48.98351033,48.09500817,48.80967295,31304021
6/30/2016,50.72,51.3,50.5,51.17,28527781,0,1,48.98351033,49.543653,48.77104242,49.41810378,28527781
7/1/2016,51.13,51.72,51.07,51.16,21400392,0,1,49.37947325,49.94927355,49.32152746,49.40844615,21400392
7/5/2016,50.83,51.28,50.74,51.17,24806351,0,1,49.08974428,49.52433773,49.0028256,49.41810378,24806351
7/6/2016,50.78,51.54,50.39,51.38,28167461,0,1,49.04145612,49.77543617,48.66480847,49.62091405,28167461
7/7/2016,51.42,51.61,51.07,51.38,19585194,0,1,49.65954458,49.84303959,49.32152746,49.62091405,19585194
7/8/2016,51.73,52.36,51.55,52.3,28391026,0,1,49.95893118,50.56736201,49.7850938,50.50941621,28391026
7/11/2016,52.5,52.83,52.47,52.59,22269203,0,1,50.70256886,51.02127072,50.67359596,50.78948755,22269203
7/12/2016,52.94,53.4,52.785,53.21,27317555,0,1,51.12750467,51.57175575,50.97781137,51.38826074,27317555
7/13/2016,53.56,53.86,53.18,53.51,25356841,0,1,51.72627787,52.01600683,51.35928784,51.6779897,25356841
7/14/2016,53.84,53.99,53.58,53.74,24545520,0,1,51.99669157,52.14155605,51.74559313,51.90011524,24545520
7/15/2016,53.95,54,53.21,53.7,32024385,0,1,52.10292552,52.15121368,51.38826074,51.86148472,32024385
7/18/2016,53.7,54.34,53.55,53.96,31433864,0,1,51.86148472,52.47957317,51.71662023,52.11258315,31433864
7/19/2016,53.71,53.9,52.93,53.09,53336533,0,1,51.87114235,52.05463736,51.11784704,51.27236915,53336533
7/20/2016,56.15,56.84,55.53,55.91,89893301,0,1,54.2276046,54.89398121,53.6288314,53.99582142,89893301
7/21/2016,55.98,56.23,55.76,55.8,32776653,0,1,54.06342485,54.30486565,53.85095694,53.88958747,32776653
7/22/2016,56.08,56.6275,55.78,56.57,32157167,0,1,54.16000117,54.68875653,53.87027221,54.63322515,32157167
7/25/2016,56.47,56.74,56.255,56.73,25610587,0,1,54.53664882,54.79740489,54.32900973,54.78774726,25610587
7/26/2016,56.52,57.29,56.51,56.76,28078995,0,1,54.58493699,55.32857466,54.57527935,54.81672016,28078995
7/27/2016,56.61,56.8,56.11,56.19,32327477,0,1,54.67185567,54.85535069,54.18897407,54.26623512,32327477
7/28/2016,56,56.37,55.72,56.21,37550411,0,1,54.08274011,54.4400725,53.81232641,54.28555039,37550411
7/29/2016,56.26,56.76,56.05,56.68,30558718,0,1,54.33383855,54.81672016,54.13102827,54.7394591,30558718
8/1/2016,56.6,56.75,56.14,56.58,26003419,0,1,54.66219804,54.80706253,54.21794696,54.64288278,26003419
8/2/2016,56.85,56.9,56.31,56.58,35121958,0,1,54.90363885,54.95192701,54.38212671,54.64288278,35121958
8/3/2016,56.68,57.11,56.49,56.97,22075616,0,1,54.7394591,55.15473728,54.55596409,55.01953043,22075616
8/4/2016,56.8,57.5193,56.67,57.39,26587749,0,1,54.85535069,55.55002417,54.72980147,55.42515098,26587749
8/5/2016,57.65,58.21,57.45,57.96,29335221,0,1,55.67624942,56.21707682,55.48309678,55.97563602,29335221
8/8/2016,58.055,58.085,57.78,58.06,19473499,0,1,56.06738352,56.09635642,55.80179864,56.07221234,19473499
8/9/2016,58.17,58.5,58.02,58.2,16920721,0,1,56.17844629,56.49714815,56.03358181,56.20741919,16920721
8/10/2016,58.16,58.32,57.82,58.02,15756913,0,1,56.16878866,56.32331077,55.84042917,56.03358181,15756913
8/11/2016,58.03,58.45,58.03,58.3,18162301,0,1,56.04323944,56.44885999,56.04323944,56.30399551,18162301
8/12/2016,58.03,58.19,57.62,57.94,21655161,0,1,56.04323944,56.19776156,55.64727652,55.95632075,21655161
8/15/2016,58.01,58.5,57.96,58.12,19283902,0,1,56.02392418,56.49714815,55.97563602,56.13015813,19283902
8/16/2016,57.61,57.62,57.27,57.44,20523493,0.36,1,55.98632263,55.99604079,55.65590517,55.8211139,20523493
8/17/2016,57.54,57.68,57.23,57.56,18856423,0,1,55.91829551,56.05434975,55.61703253,55.93773183,18856423
8/18/2016,57.42,57.7,57.27,57.6,14214341,0,1,55.80167758,56.07378608,55.65590517,55.97660447,14214341
8/19/2016,57.43,57.73,57.2,57.62,17271044,0,1,55.81139574,56.10294056,55.58787805,55.99604079,17271044
8/22/2016,57.6,57.75,57.26,57.67,15221922,0,1,55.97660447,56.12237688,55.64618701,56.04463159,15221922
8/23/2016,57.9,58.18,57.85,57.89,18732373,0,1,56.26814929,56.54025778,56.21955848,56.25843112,18732373
8/24/2016,57.8,58.04,57.715,57.95,18151506,0,1,56.17096768,56.40420353,56.08836332,56.31674009,18151506
8/25/2016,57.88,58.29,57.78,58.17,18552579,0,1,56.24871296,56.64715754,56.15153136,56.53053962,18552579
8/26/2016,58.28,58.7,57.69,58.03,20971202,0,1,56.63743938,57.04560213,56.06406791,56.39448537,20971202
8/29/2016,58.18,58.6,58.1,58.1,16417207,0,1,56.54025778,56.94842052,56.4625125,56.4625125,16417207
8/30/2016,57.98,58.19,57.61,57.89,16930185,0,1,56.34589457,56.54997594,55.98632263,56.25843112,16930185
8/31/2016,57.65,57.8,57.3,57.46,20860269,0,1,56.02519527,56.17096768,55.68505966,55.84055022,20860269
9/1/2016,57.01,57.82,57.01,57.59,26075363,0,1,55.403233,56.190404,55.403233,55.96688631,26075363
9/2/2016,57.67,58.19,57.42,57.67,18900489,0,1,56.04463159,56.54997594,55.80167758,56.04463159,18900489
9/6/2016,57.78,57.8,57.21,57.61,16278416,0,1,56.15153136,56.17096768,55.59759621,55.98632263,16278416
9/7/2016,57.47,57.84,57.405,57.66,17493359,0,1,55.85026838,56.20984032,55.78710034,56.03491343,17493359
9/8/2016,57.63,57.79,57.18,57.43,20146083,0,1,56.00575895,56.16124952,55.56844173,55.81139574,20146083
9/9/2016,56.79,57.52,56.21,56.21,35113934,0,1,55.18943347,55.89885919,54.62578016,54.62578016,35113934
9/12/2016,56,57.205,55.61,57.05,29302962,0,1,54.42169879,55.59273713,54.04269053,55.44210564,29302962
9/13/2016,56.5,56.65,56.05,56.53,30130213,0,1,54.90760682,55.05337922,54.47028959,54.9367613,30130213
9/14/2016,56.39,56.63,56.03,56.26,24274273,0,1,54.80070705,55.0339429,54.45085327,54.67437096,24274273
9/15/2016,56.15,57.35,55.98,57.19,27062614,0,1,54.5674712,55.73365046,54.40226247,55.57815989,27062614
9/16/2016,57.63,57.63,56.75,57.25,44606965,0,1,56.00575895,56.00575895,55.15056083,55.63646885,44606965
9/19/2016,57.27,57.75,56.85,56.93,20937104,0,1,55.65590517,56.12237688,55.24774243,55.32548772,20937104
9/20/2016,57.35,57.35,56.75,56.81,17383982,0,1,55.73365046,55.73365046,55.15056083,55.20886979,17383982
9/21/2016,57.51,57.85,57.08,57.76,33707272,0,1,55.88914103,56.21955848,55.47126012,56.13209504,33707272
9/22/2016,57.92,58,57.63,57.82,19822203,0,1,56.28758561,56.36533089,56.00575895,56.190404,19822203
9/23/2016,57.87,57.91,57.38,57.43,19955336,0,1,56.2389948,56.27786745,55.76280494,55.81139574,19955336
9/26/2016,57.08,57.14,56.83,56.9,21688720,0,1,55.47126012,55.52956909,55.22830611,55.29633324,21688720
9/27/2016,56.93,58.06,56.681,57.95,28065071,0,1,55.32548772,56.42363985,55.08350552,56.31674009,28065071
9/28/2016,57.88,58.06,57.67,58.03,20536400,0,1,56.24871296,56.42363985,56.04463159,56.39448537,20536400
9/29/2016,57.81,58.1679,57.21,57.4,25463536,0,1,56.18068584,56.52849881,55.59759621,55.78224126,25463536
9/30/2016,57.57,57.77,57.34,57.6,29910788,0,1,55.94744999,56.1418132,55.7239323,55.97660447,29910788
10/3/2016,57.405,57.55,57.06,57.42,19189515,0,1,55.78710034,55.92801367,55.4518238,55.80167758,19189515
10/4/2016,57.27,57.595,56.97,57.24,20085874,0,1,55.65590517,55.97174539,55.36436036,55.62675069,20085874
10/5/2016,57.29,57.9601,57.26,57.64,16726411,0,1,55.67534149,56.32655543,55.64618701,56.01547711,16726411
10/6/2016,57.74,57.86,57.28,57.74,16212611,0,1,56.11265872,56.22927664,55.66562333,56.11265872,16212611
10/7/2016,57.85,57.98,57.42,57.8,20089020,0,1,56.21955848,56.34589457,55.80167758,56.17096768,20089020
10/10/2016,57.91,58.39,57.87,58.04,18196509,0,1,56.27786745,56.74433915,56.2389948,56.40420353,18196509
10/11/2016,57.89,58.02,56.89,57.19,26497418,0,1,56.25843112,56.38476721,55.28661507,55.57815989,26497418
10/12/2016,57.11,57.27,56.4,57.11,22177464,0,1,55.50041461,55.65590517,54.81042521,55.50041461,22177464
