Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
8/19/2016,775,777.1,773.13,775.42,861546,0,1,775,777.1,773.13,775.42,861546
8/22/2016,773.27,774.54,770.0502,772.15,951362,0,1,773.27,774.54,770.0502,772.15,951362
8/23/2016,775.48,776.44,771.785,772.08,928232,0,1,775.48,776.44,771.785,772.08,928232
8/24/2016,770.58,774.5,767.07,769.64,1071999,0,1,770.58,774.5,767.07,769.64,1071999
8/25/2016,767,771.89,763.1846,769.41,926883,0,1,767,771.89,763.1846,769.41,926883
8/26/2016,769,776.0799,765.85,769.54,1166681,0,1,769,776.0799,765.85,769.54,1166681
8/29/2016,768.74,774.99,766.615,772.15,847565,0,1,768.74,774.99,766.615,772.15,847565
8/30/2016,769.33,774.466,766.84,769.09,1130029,0,1,769.33,774.466,766.84,769.09,1130029
8/31/2016,767.01,769.09,765.38,767.05,1248556,0,1,767.01,769.09,765.38,767.05,1248556
9/1/2016,769.25,771.02,764.3,768.78,925131,0,1,769.25,771.02,764.3,768.78,925131
9/2/2016,773.01,773.9199,768.41,771.46,1072658,0,1,773.01,773.9199,768.41,771.46,1072658
9/6/2016,773.45,782,771,780.08,1442822,0,1,773.45,782,771,780.08,1442822
9/7/2016,780,782.73,776.2,780.35,894021,0,1,780,782.73,776.2,780.35,894021
9/8/2016,778.59,780.35,773.58,775.32,1270264,0,1,778.59,780.35,773.58,775.32,1270264
9/9/2016,770.1,773.245,759.66,759.66,1885496,0,1,770.1,773.245,759.66,759.66,1885496
9/12/2016,755.13,770.29,754.0001,769.02,1310986,0,1,755.13,770.29,754.0001,769.02,1310986
9/13/2016,764.48,766.2195,755.8,759.69,1395046,0,1,764.48,766.2195,755.8,759.69,1395046
9/14/2016,759.61,767.68,759.11,762.49,1094490,0,1,759.61,767.68,759.11,762.49,1094490
9/15/2016,762.89,773.8,759.96,771.76,1346751,0,1,762.89,773.8,759.96,771.76,1346751
9/16/2016,769.75,769.75,764.66,768.88,2049338,0,1,769.75,769.75,764.66,768.88,2049338
9/19/2016,772.42,774,764.4406,765.7,1172824,0,1,772.42,774,764.4406,765.7,1172824
9/20/2016,769,773.33,768.53,771.41,978631,0,1,769,773.33,768.53,771.41,978631
9/21/2016,772.66,777.16,768.301,776.22,1167810,0,1,772.66,777.16,768.301,776.22,1167810
9/22/2016,780,789.85,778.44,787.21,1486223,0,1,780,789.85,778.44,787.21,1486223
9/23/2016,786.59,788.93,784.15,786.9,1411937,0,1,786.59,788.93,784.15,786.9,1411937
9/26/2016,782.74,782.74,773.07,774.21,1533206,0,1,782.74,782.74,773.07,774.21,1533206
9/27/2016,775.5,785.9899,774.308,783.01,1153247,0,1,775.5,785.9899,774.308,783.01,1153247
9/28/2016,777.85,781.81,774.97,781.56,1109834,0,1,777.85,781.81,774.97,781.56,1109834
9/29/2016,781.44,785.8,774.232,775.01,1314746,0,1,781.44,785.8,774.232,775.01,1314746
9/30/2016,776.33,780.94,774.09,777.29,1585333,0,1,776.33,780.94,774.09,777.29,1585333
10/3/2016,774.25,776.065,769.5,772.56,1278821,0,1,774.25,776.065,769.5,772.56,1278821
10/4/2016,776.03,778.71,772.89,776.43,1201350,0,1,776.03,778.71,772.89,776.43,1201350
10/5/2016,779.31,782.07,775.65,776.47,1461151,0,1,779.31,782.07,775.65,776.47,1461151
10/6/2016,779,780.48,775.54,776.86,1070692,0,1,779,780.48,775.54,776.86,1070692
10/7/2016,779.66,779.66,770.75,775.08,933158,0,1,779.66,779.66,770.75,775.08,933158
10/10/2016,777.71,789.38,775.87,785.94,1174923,0,1,777.71,789.38,775.87,785.94,1174923
10/11/2016,786.66,792.28,780.58,783.07,1372461,0,1,786.66,792.28,780.58,783.07,1372461
10/12/2016,783.76,788.13,782.06,786.14,937435,0,1,783.76,788.13,782.06,786.14,937435
10/13/2016,781.22,781.22,773,778.19,1365277,0,1,781.22,781.22,773,778.19,1365277
10/14/2016,781.65,783.95,776,778.53,852487,0,1,781.65,783.95,776,778.53,852487
10/17/2016,779.8,785.85,777.5,779.96,1092973,0,1,779.8,785.85,777.5,779.96,1092973
10/18/2016,787.85,801.61,785.565,795.26,2056903,0,1,787.85,801.61,785.565,795.26,2056903
10/19/2016,798.86,804.63,797.635,801.56,1766798,0,1,798.86,804.63,797.635,801.56,1766798
10/20/2016,803.3,803.97,796.03,796.97,1757528,0,1,803.3,803.97,796.03,796.97,1757528
10/21/2016,795,799.5,794,799.37,1266181,0,1,795,799.5,794,799.37,1266181
10/24/2016,804.9,815.18,804.82,813.11,1697514,0,1,804.9,815.18,804.82,813.11,1697514
10/25/2016,816.68,816.68,805.14,807.67,1576404,0,1,816.68,816.68,805.14,807.67,1576404
10/26/2016,806.34,806.98,796.32,799.07,1647733,0,1,806.34,806.98,796.32,799.07,1647733
10/27/2016,801,803.49,791.5,795.35,2749221,0,1,801,803.49,791.5,795.35,2749221
10/28/2016,808.35,815.49,793.59,795.37,4269902,0,1,808.35,815.49,793.59,795.37,4269902
10/31/2016,795.47,796.86,784,784.54,2427284,0,1,795.47,796.86,784,784.54,2427284
11/1/2016,782.89,789.49,775.54,783.61,2406356,0,1,782.89,789.49,775.54,783.61,2406356
11/2/2016,778.2,781.65,763.4496,768.7,1918414,0,1,778.2,781.65,763.4496,768.7,1918414
11/3/2016,767.25,769.95,759.03,762.13,1943175,0,1,767.25,769.95,759.03,762.13,1943175
11/4/2016,750.66,770.36,750.5611,762.02,2134812,0,1,750.66,770.36,750.5611,762.02,2134812
11/7/2016,774.5,785.19,772.55,782.52,1585070,0,1,774.5,785.19,772.55,782.52,1585070
11/8/2016,783.4,795.633,780.19,790.51,1366873,0,1,783.4,795.633,780.19,790.51,1366873
11/9/2016,779.94,791.2265,771.67,785.31,2607121,0,1,779.94,791.2265,771.67,785.31,2607121
11/10/2016,791.17,791.17,752.18,762.56,4745183,0,1,791.17,791.17,752.18,762.56,4745183
11/11/2016,756.54,760.78,750.38,754.02,2431815,0,1,756.54,760.78,750.38,754.02,2431815
11/14/2016,755.6,757.85,727.54,736.08,3654385,0,1,755.6,757.85,727.54,736.08,3654385
11/15/2016,746.97,764.4162,746.97,758.49,2384001,0,1,746.97,764.4162,746.97,758.49,2384001
11/16/2016,755.2,766.36,750.51,764.48,1472594,0,1,755.2,766.36,750.51,764.48,1472594
11/17/2016,766.92,772.7,764.23,771.23,1304048,0,1,766.92,772.7,764.23,771.23,1304048
11/18/2016,771.37,775,760,760.54,1547145,0,1,771.37,775,760,760.54,1547145
11/21/2016,762.61,769.7,760.6,769.2,1330639,0,1,762.61,769.7,760.6,769.2,1330639
11/22/2016,772.63,776.96,767,768.27,1593108,0,1,772.63,776.96,767,768.27,1593108
11/23/2016,767.73,768.2825,755.25,760.99,1478417,0,1,767.73,768.2825,755.25,760.99,1478417
11/25/2016,764.26,765,760.52,761.68,587421,0,1,764.26,765,760.52,761.68,587421
11/28/2016,760,779.53,759.8,768.24,2188151,0,1,760,779.53,759.8,768.24,2188151
11/29/2016,771.53,778.5,768.24,770.84,1616618,0,1,771.53,778.5,768.24,770.84,1616618
11/30/2016,770.07,772.99,754.83,758.04,2392890,0,1,770.07,772.99,754.83,758.04,2392890
12/1/2016,757.44,759.85,737.0245,747.92,3017947,0,1,757.44,759.85,737.0245,747.92,3017947
12/2/2016,744.59,754,743.1,750.5,1452484,0,1,744.59,754,743.1,750.5,1452484
12/5/2016,757.71,763.9,752.9,762.52,1394223,0,1,757.71,763.9,752.9,762.52,1394223
12/6/2016,764.73,768.83,757.34,759.11,1690689,0,1,764.73,768.83,757.34,759.11,1690689
12/7/2016,761,771.36,755.8,771.19,1760966,0,1,761,771.36,755.8,771.19,1760966
12/8/2016,772.48,778.18,767.23,776.42,1488059,0,1,772.48,778.18,767.23,776.42,1488059
12/9/2016,780,789.43,779.021,789.29,1821914,0,1,780,789.43,779.021,789.29,1821914
12/12/2016,785.04,791.25,784.3554,789.27,2104117,0,1,785.04,791.25,784.3554,789.27,2104117
12/13/2016,793.9,804.3799,793.34,796.1,2145209,0,1,793.9,804.3799,793.34,796.1,2145209
12/14/2016,797.4,804,794.01,797.07,1704150,0,1,797.4,804,794.01,797.07,1704150
12/15/2016,797.34,803,792.92,797.85,1626499,0,1,797.34,803,792.92,797.85,1626499
12/16/2016,800.4,800.8558,790.29,790.8,2443796,0,1,800.4,800.8558,790.29,790.8,2443796
12/19/2016,790.22,797.66,786.27,794.2,1232087,0,1,790.22,797.66,786.27,794.2,1232087
12/20/2016,796.76,798.65,793.27,796.42,951014,0,1,796.76,798.65,793.27,796.42,951014
12/21/2016,795.84,796.6757,787.1,794.56,1211346,0,1,795.84,796.6757,787.1,794.56,1211346
12/22/2016,792.36,793.32,788.58,791.26,972169,0,1,792.36,793.32,788.58,791.26,972169
12/23/2016,790.9,792.74,787.28,789.91,623944,0,1,790.9,792.74,787.28,789.91,623944
12/27/2016,790.68,797.86,787.657,791.55,789321,0,1,790.68,797.86,787.657,791.55,789321
12/28/2016,793.7,794.23,783.2,785.05,1153824,0,1,793.7,794.23,783.2,785.05,1153824
12/29/2016,783.33,785.93,778.92,782.79,744272,0,1,783.33,785.93,778.92,782.79,744272
12/30/2016,782.75,782.78,770.41,771.82,1769950,0,1,782.75,782.78,770.41,771.82,1769950
1/3/2017,778.81,789.63,775.8,786.14,1657268,0,1,778.81,789.63,775.8,786.14,1657268
1/4/2017,788.36,791.34,783.16,786.9,1072958,0,1,788.36,791.34,783.16,786.9,1072958
1/5/2017,786.08,794.48,785.02,794.02,1335167,0,1,786.08,794.48,785.02,794.02,1335167
1/6/2017,795.26,807.9,792.2041,806.15,1640170,0,1,795.26,807.9,792.2041,806.15,1640170
1/9/2017,806.4,809.9664,802.83,806.65,1274645,0,1,806.4,809.9664,802.83,806.65,1274645
1/10/2017,807.86,809.1299,803.51,804.79,1176780,0,1,807.86,809.1299,803.51,804.79,1176780
1/11/2017,805,808.15,801.37,807.91,1065936,0,1,805,808.15,801.37,807.91,1065936
1/12/2017,807.14,807.39,799.17,806.36,1353057,0,1,807.14,807.39,799.17,806.36,1353057
1/13/2017,807.48,811.2244,806.69,807.88,1099215,0,1,807.48,811.2244,806.69,807.88,1099215
1/17/2017,807.08,807.14,800.37,804.61,1362115,0,1,807.08,807.14,800.37,804.61,1362115
1/18/2017,805.81,806.205,800.99,806.07,1294407,0,1,805.81,806.205,800.99,806.07,1294407
1/19/2017,805.12,809.48,801.8,802.175,919325,0,1,805.12,809.48,801.8,802.175,919325
1/20/2017,806.91,806.91,801.69,805.02,1670045,0,1,806.91,806.91,801.69,805.02,1670045
1/23/2017,807.25,820.87,803.74,819.31,1963628,0,1,807.25,820.87,803.74,819.31,1963628
1/24/2017,822.3,825.9,817.821,823.87,1474010,0,1,822.3,825.9,817.821,823.87,1474010
1/25/2017,829.62,835.77,825.06,835.67,1627304,0,1,829.62,835.77,825.06,835.67,1627304
1/26/2017,837.81,838,827.01,832.15,2973891,0,1,837.81,838,827.01,832.15,2973891
1/27/2017,834.71,841.95,820.44,823.31,2965771,0,1,834.71,841.95,820.44,823.31,2965771
1/30/2017,814.66,815.84,799.8,802.32,3246573,0,1,814.66,815.84,799.8,802.32,3246573
1/31/2017,796.86,801.25,790.52,796.79,2160556,0,1,796.86,801.25,790.52,796.79,2160556
2/1/2017,799.68,801.19,791.19,795.695,2029744,0,1,799.68,801.19,791.19,795.695,2029744
2/2/2017,793.8,802.7,792,798.53,1532138,0,1,793.8,802.7,792,798.53,1532138
2/3/2017,802.99,806,800.37,801.49,1463448,0,1,802.99,806,800.37,801.49,1463448
2/6/2017,799.7,801.67,795.2501,801.34,1184483,0,1,799.7,801.67,795.2501,801.34,1184483
2/7/2017,803.99,810.5,801.78,806.97,1241221,0,1,803.99,810.5,801.78,806.97,1241221
2/8/2017,807,811.84,803.1903,808.38,1155990,0,1,807,811.84,803.1903,808.38,1155990
2/9/2017,809.51,810.66,804.54,809.56,990391,0,1,809.51,810.66,804.54,809.56,990391
2/10/2017,811.7,815.25,809.78,813.67,1134976,0,1,811.7,815.25,809.78,813.67,1134976
2/13/2017,816,820.959,815.49,819.24,1213324,0,1,816,820.959,815.49,819.24,1213324
2/14/2017,819,823,816,820.45,1054732,0,1,819,823,816,820.45,1054732
2/15/2017,819.36,823,818.47,818.98,1313617,0,1,819.36,823,818.47,818.98,1313617
2/16/2017,819.93,824.4,818.98,824.16,1287626,0,1,819.93,824.4,818.98,824.16,1287626
2/17/2017,823.02,828.07,821.655,828.07,1611039,0,1,823.02,828.07,821.655,828.07,1611039
2/21/2017,828.66,833.45,828.35,831.66,1262337,0,1,828.66,833.45,828.35,831.66,1262337
2/22/2017,828.66,833.25,828.64,830.76,987248,0,1,828.66,833.25,828.64,830.76,987248
2/23/2017,830.12,832.46,822.88,831.33,1472771,0,1,830.12,832.46,822.88,831.33,1472771
2/24/2017,827.73,829,824.2,828.64,1392202,0,1,827.73,829,824.2,828.64,1392202
2/27/2017,824.55,830.5,824,829.28,1101466,0,1,824.55,830.5,824,829.28,1101466
2/28/2017,825.61,828.54,820.2,823.21,2260769,0,1,825.61,828.54,820.2,823.21,2260769
3/1/2017,828.85,836.255,827.26,835.24,1496540,0,1,828.85,836.255,827.26,835.24,1496540
3/2/2017,833.85,834.51,829.64,830.63,942476,0,1,833.85,834.51,829.64,830.63,942476
3/3/2017,830.56,831.36,825.751,829.08,896378,0,1,830.56,831.36,825.751,829.08,896378
3/6/2017,826.95,828.88,822.4,827.78,1109037,0,1,826.95,828.88,822.4,827.78,1109037
3/7/2017,827.4,833.41,826.52,831.91,1037630,0,1,827.4,833.41,826.52,831.91,1037630
3/8/2017,833.51,838.15,831.79,835.37,989773,0,1,833.51,838.15,831.79,835.37,989773
3/9/2017,836,842,834.21,838.68,1261517,0,1,836,842,834.21,838.68,1261517
3/10/2017,843.28,844.91,839.5,843.25,1704024,0,1,843.28,844.91,839.5,843.25,1704024
3/13/2017,844,848.685,843.25,845.54,1223647,0,1,844,848.685,843.25,845.54,1223647
3/14/2017,843.64,847.24,840.8,845.62,780198,0,1,843.64,847.24,840.8,845.62,780198
3/15/2017,847.59,848.63,840.77,847.2,1381474,0,1,847.59,848.63,840.77,847.2,1381474
3/16/2017,849.03,850.85,846.13,848.78,977560,0,1,849.03,850.85,846.13,848.78,977560
3/17/2017,851.61,853.4,847.11,852.12,1716471,0,1,851.61,853.4,847.11,852.12,1716471
3/20/2017,850.01,850.22,845.15,848.4,1231521,0,1,850.01,850.22,845.15,848.4,1231521
3/21/2017,851.4,853.5,829.02,830.46,2463484,0,1,851.4,853.5,829.02,830.46,2463484
3/22/2017,831.91,835.55,827.1801,829.59,1401465,0,1,831.91,835.55,827.1801,829.59,1401465
3/23/2017,821,822.57,812.257,817.58,3487056,0,1,821,822.57,812.257,817.58,3487056
3/24/2017,820.08,821.93,808.89,814.43,1981006,0,1,820.08,821.93,808.89,814.43,1981006
3/27/2017,806.95,821.63,803.37,819.51,1894990,0,1,806.95,821.63,803.37,819.51,1894990
3/28/2017,820.41,825.99,814.027,820.92,1620542,0,1,820.41,825.99,814.027,820.92,1620542
3/29/2017,825,832.765,822.3801,831.41,1786321,0,1,825,832.765,822.3801,831.41,1786321
3/30/2017,833.5,833.68,829,831.5,1055339,0,1,833.5,833.68,829,831.5,1055339
3/31/2017,828.97,831.64,827.39,829.56,1401893,0,1,828.97,831.64,827.39,829.56,1401893
4/3/2017,829.22,840.85,829.22,838.55,1671503,0,1,829.22,840.85,829.22,838.55,1671503
4/4/2017,831.36,835.18,829.0363,834.57,1045363,0,1,831.36,835.18,829.0363,834.57,1045363
4/5/2017,835.51,842.45,830.72,831.41,1555328,0,1,835.51,842.45,830.72,831.41,1555328
4/6/2017,832.4,836.39,826.46,827.88,1254433,0,1,832.4,836.39,826.46,827.88,1254433
4/7/2017,827.96,828.485,820.5127,824.67,1056692,0,1,827.96,828.485,820.5127,824.67,1056692
4/10/2017,825.39,829.35,823.77,824.73,978905,0,1,825.39,829.35,823.77,824.73,978905
4/11/2017,824.71,827.4267,817.0201,823.35,1079732,0,1,824.71,827.4267,817.0201,823.35,1079732
4/12/2017,821.93,826.66,821.02,824.32,900480,0,1,821.93,826.66,821.02,824.32,900480
4/13/2017,822.14,826.38,821.44,823.56,1122362,0,1,822.14,826.38,821.44,823.56,1122362
4/17/2017,825.01,837.75,824.47,837.17,895015,0,1,825.01,837.75,824.47,837.17,895015
4/18/2017,834.22,838.93,832.71,836.82,836722,0,1,834.22,838.93,832.71,836.82,836722
4/19/2017,839.79,842.22,836.29,838.21,954330,0,1,839.79,842.22,836.29,838.21,954330
4/20/2017,841.44,845.2,839.32,841.65,959031,0,1,841.44,845.2,839.32,841.65,959031
4/21/2017,842.88,843.88,840.6,843.19,1323583,0,1,842.88,843.88,840.6,843.19,1323583
4/24/2017,851.2,863.45,849.86,862.76,1371581,0,1,851.2,863.45,849.86,862.76,1371581
4/25/2017,865,875,862.81,872.3,1654161,0,1,865,875,862.81,872.3,1654161
4/26/2017,874.23,876.05,867.7481,871.624,1188464,0,1,874.23,876.05,867.7481,871.624,1188464
4/27/2017,873.6,875.4,870.38,874.25,1734197,0,1,873.6,875.4,870.38,874.25,1734197
4/28/2017,910.66,916.85,905.77,905.96,3160585,0,1,910.66,916.85,905.77,905.96,3160585
5/1/2017,901.94,915.68,901.45,912.57,2100457,0,1,901.94,915.68,901.45,912.57,2100457
5/2/2017,909.62,920.77,909.4526,916.44,1520766,0,1,909.62,920.77,909.4526,916.44,1520766
5/3/2017,914.86,928.1,912.5426,927.04,1477329,0,1,914.86,928.1,912.5426,927.04,1477329
5/4/2017,926.07,935.93,924.59,931.66,1405844,0,1,926.07,935.93,924.59,931.66,1405844
5/5/2017,933.54,934.9,925.2,927.13,1904731,0,1,933.54,934.9,925.2,927.13,1904731
5/8/2017,926.12,936.925,925.26,934.3,1319052,0,1,926.12,936.925,925.26,934.3,1319052
5/9/2017,936.95,937.5,929.53,932.17,1575628,0,1,936.95,937.5,929.53,932.17,1575628
5/10/2017,931.98,932,925.16,928.78,1170055,0,1,931.98,932,925.16,928.78,1170055
5/11/2017,925.32,932.53,923.0301,930.6,830838,0,1,925.32,932.53,923.0301,930.6,830838
5/12/2017,931.53,933.44,927.85,932.22,1038409,0,1,931.53,933.44,927.85,932.22,1038409
5/15/2017,932.95,938.25,929.34,937.08,1094283,0,1,932.95,938.25,929.34,937.08,1094283
5/16/2017,940,943.11,937.58,943,956692,0,1,940,943.11,937.58,943,956692
5/17/2017,935.67,939.3325,918.14,919.62,2323389,0,1,935.67,939.3325,918.14,919.62,2323389
5/18/2017,921,933.17,918.75,930.24,1586465,0,1,921,933.17,918.75,930.24,1586465
5/19/2017,931.47,937.755,931,934.01,1382221,0,1,931.47,937.755,931,934.01,1382221
5/22/2017,935,941.8828,935,941.86,1092176,0,1,935,941.8828,935,941.86,1092176
5/23/2017,947.92,951.4666,942.575,948.82,1259285,0,1,947.92,951.4666,942.575,948.82,1259285
5/24/2017,952.98,955.09,949.5,954.96,990248,0,1,952.98,955.09,949.5,954.96,990248
5/25/2017,957.33,972.629,955.47,969.54,1645873,0,1,957.33,972.629,955.47,969.54,1645873
5/26/2017,969.7,974.98,965.03,971.47,1246186,0,1,969.7,974.98,965.03,971.47,1246186
5/30/2017,970.31,976.2,969.49,975.88,1455686,0,1,970.31,976.2,969.49,975.88,1455686
5/31/2017,975.02,979.27,960.18,964.86,2426589,0,1,975.02,979.27,960.18,964.86,2426589
6/1/2017,968.95,971.5,960.01,966.95,1403200,0,1,968.95,971.5,960.01,966.95,1403200
6/2/2017,969.46,975.88,966,975.6,1717212,0,1,969.46,975.88,966,975.6,1717212
6/5/2017,976.55,986.91,975.1,983.68,1221971,0,1,976.55,986.91,975.1,983.68,1221971
6/6/2017,983.16,988.25,975.14,976.57,1796904,0,1,983.16,988.25,975.14,976.57,1796904
6/7/2017,979.65,984.15,975.77,981.08,1429834,0,1,979.65,984.15,975.77,981.08,1429834
6/8/2017,982.35,984.57,977.2,983.41,1451232,0,1,982.35,984.57,977.2,983.41,1451232
6/9/2017,984.5,984.5,935.63,949.83,3270248,0,1,984.5,984.5,935.63,949.83,3270248
6/12/2017,939.56,949.355,915.2328,942.9,3731589,0,1,939.56,949.355,915.2328,942.9,3731589
6/13/2017,951.91,959.98,944.09,953.4,1995350,0,1,951.91,959.98,944.09,953.4,1995350
6/14/2017,959.92,961.15,942.25,950.76,1477033,0,1,959.92,961.15,942.25,950.76,1477033
6/15/2017,933.97,943.339,924.44,942.31,2055953,0,1,933.97,943.339,924.44,942.31,2055953
6/16/2017,940,942.04,931.595,939.78,2921393,0,1,940,942.04,931.595,939.78,2921393
6/19/2017,949.96,959.99,949.05,957.37,1494191,0,1,949.96,959.99,949.05,957.37,1494191
6/20/2017,957.52,961.62,950.01,950.63,1111840,0,1,957.52,961.62,950.01,950.63,1111840
6/21/2017,953.64,960.1,950.76,959.45,1192342,0,1,953.64,960.1,950.76,959.45,1192342
6/22/2017,958.7,960.72,954.55,957.09,940373,0,1,958.7,960.72,954.55,957.09,940373
6/23/2017,956.83,966,954.2,965.59,1394008,0,1,956.83,966,954.2,965.59,1394008
6/26/2017,969.9,973.31,950.79,952.27,1581031,0,1,969.9,973.31,950.79,952.27,1581031
6/27/2017,942.46,948.29,926.85,927.33,2553771,0,1,942.46,948.29,926.85,927.33,2553771
6/28/2017,929,942.75,916,940.49,2712222,0,1,929,942.75,916,940.49,2712222
6/29/2017,929.92,931.26,910.62,917.79,3248393,0,1,929.92,931.26,910.62,917.79,3248393
6/30/2017,926.05,926.05,908.31,908.73,2035931,0,1,926.05,926.05,908.31,908.73,2035931
7/3/2017,912.18,913.94,894.79,898.7,1710189,0,1,912.18,913.94,894.79,898.7,1710189
7/5/2017,901.76,914.51,898.5,911.94,1743497,0,1,901.76,914.51,898.5,911.94,1743497
7/6/2017,904.12,914.9444,899.7,906.69,1409533,0,1,904.12,914.9444,899.7,906.69,1409533
7/7/2017,908.85,921.54,908.85,918.59,1588034,0,1,908.85,921.54,908.85,918.59,1588034
7/10/2017,921.77,930.38,919.59,928.8,1189085,0,1,921.77,930.38,919.59,928.8,1189085
7/11/2017,929.54,931.43,922,930.09,1093281,0,1,929.54,931.43,922,930.09,1093281
7/12/2017,938.68,946.3,934.47,943.83,1505982,0,1,938.68,946.3,934.47,943.83,1505982
7/13/2017,946.29,954.45,943.01,947.16,1291782,0,1,946.29,954.45,943.01,947.16,1291782
7/14/2017,952,956.91,948.005,955.99,1017632,0,1,952,956.91,948.005,955.99,1017632
7/17/2017,957,960.74,949.2407,953.42,1141026,0,1,957,960.74,949.2407,953.42,1141026
7/18/2017,953,968.04,950.6,965.4,1131130,0,1,953,968.04,950.6,965.4,1131130
7/19/2017,967.84,973.04,964.03,970.89,1212814,0,1,967.84,973.04,964.03,970.89,1212814
7/20/2017,975,975.9,961.51,968.15,1577103,0,1,975,975.9,961.51,968.15,1577103
7/21/2017,962.25,973.23,960.15,972.92,1665103,0,1,962.25,973.23,960.15,972.92,1665103
7/24/2017,972.22,986.2,970.77,980.34,2634669,0,1,972.22,986.2,970.77,980.34,2634669
7/25/2017,953.81,959.7,945.4,950.7,4626086,0,1,953.81,959.7,945.4,950.7,4626086
